Time,Temperature,Dew Point,Humidity,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
01:29:00,56.4 °F,51.4 °F,83 %,WSW,9.1 mph,11.7 mph,29.47 in,0.00 in,0.00 in,0.0,0 w/m²
01:34:00,56.3 °F,51.2 °F,83 %,WSW,9.6 mph,12.3 mph,29.47 in,0.00 in,0.00 in,0.0,0 w/m²
01:39:00,56.3 °F,50.9 °F,82 %,WSW,11.8 mph,15.2 mph,29.47 in,0.00 in,0.00 in,0.0,0 w/m²
01:44:00,56.3 °F,50.9 °F,82 %,WSW,9.2 mph,11.5 mph,29.47 in,0.00 in,0.00 in,0.0,0 w/m²
01:49:00,56.2 °F,50.8 °F,82 %,WSW,9.2 mph,11.5 mph,29.47 in,0.00 in,0.00 in,0.0,0 w/m²
01:54:00,56.2 °F,50.8 °F,82 %,West,11.0 mph,14.1 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
01:59:00,56.2 °F,50.8 °F,82 %,WSW,9.0 mph,11.2 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
02:04:00,56.1 °F,50.7 °F,82 %,WSW,10.5 mph,13.8 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
02:09:00,56.1 °F,50.7 °F,82 %,WSW,10.6 mph,13.1 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
02:14:00,56.1 °F,50.7 °F,82 %,WSW,10.5 mph,13.2 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
02:19:00,56.0 °F,50.6 °F,82 %,WSW,8.9 mph,11.6 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
02:24:00,55.9 °F,50.5 °F,82 %,WSW,10.3 mph,13.4 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
02:29:00,55.9 °F,50.4 °F,82 %,West,10.4 mph,13.0 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
02:34:00,55.9 °F,50.4 °F,82 %,West,10.4 mph,12.6 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
02:39:00,55.8 °F,50.4 °F,82 %,WSW,8.8 mph,11.4 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
02:44:00,55.8 °F,50.2 °F,82 %,WSW,10.7 mph,13.3 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
02:49:00,55.8 °F,50.4 °F,82 %,WSW,10.0 mph,12.3 mph,29.49 in,0.00 in,0.00 in,0.0,0 w/m²
02:54:00,55.6 °F,50.2 °F,82 %,WSW,10.5 mph,13.1 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
02:59:00,55.6 °F,50.2 °F,82 %,West,11.3 mph,14.0 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
03:04:00,55.6 °F,50.2 °F,82 %,WSW,10.8 mph,13.4 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
03:09:00,55.5 °F,50.1 °F,82 %,WSW,10.4 mph,13.1 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
03:14:00,55.4 °F,50.0 °F,82 %,WSW,9.8 mph,12.2 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
03:19:00,55.4 °F,50.0 °F,82 %,West,10.4 mph,13.5 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
03:24:00,55.3 °F,49.9 °F,82 %,West,10.6 mph,13.1 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
03:29:00,55.2 °F,49.8 °F,82 %,WSW,11.2 mph,13.8 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
03:34:00,55.2 °F,49.8 °F,82 %,WSW,10.7 mph,13.0 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
03:39:00,55.1 °F,49.8 °F,82 %,West,10.5 mph,13.2 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
03:44:00,54.9 °F,50.2 °F,84 %,WSW,10.8 mph,14.4 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
03:49:00,54.4 °F,50.2 °F,86 %,WSW,11.7 mph,14.4 mph,29.49 in,0.00 in,0.00 in,0.0,0 w/m²
03:54:00,54.0 °F,50.4 °F,87 %,West,10.1 mph,12.8 mph,29.48 in,0.00 in,0.00 in,0.0,0 w/m²
03:59:00,53.8 °F,50.4 °F,89 %,West,9.1 mph,11.5 mph,29.49 in,0.00 in,0.00 in,0.0,0 w/m²
04:04:00,53.5 °F,50.5 °F,90 %,West,8.6 mph,10.5 mph,29.49 in,0.00 in,0.00 in,0.0,0 w/m²
04:09:00,53.3 °F,50.6 °F,91 %,West,8.3 mph,10.5 mph,29.48 in,0.07 in,0.01 in,0.0,0 w/m²
04:14:00,53.2 °F,50.6 °F,91 %,West,8.5 mph,10.9 mph,29.48 in,0.07 in,0.01 in,0.0,0 w/m²
04:19:00,53.1 °F,50.8 °F,92 %,West,8.6 mph,10.7 mph,29.48 in,0.07 in,0.01 in,0.0,0 w/m²
04:24:00,53.0 °F,50.8 °F,92 %,WSW,7.8 mph,10.0 mph,29.48 in,0.00 in,0.01 in,0.0,0 w/m²
04:29:00,52.9 °F,50.9 °F,93 %,WSW,8.5 mph,11.2 mph,29.49 in,0.00 in,0.01 in,0.0,0 w/m²
04:34:00,52.7 °F,50.8 °F,93 %,WSW,8.9 mph,11.2 mph,29.49 in,0.05 in,0.02 in,0.0,0 w/m²
04:39:00,52.7 °F,50.9 °F,94 %,WSW,9.0 mph,11.7 mph,29.49 in,0.05 in,0.02 in,0.0,0 w/m²
04:44:00,52.5 °F,50.7 °F,94 %,West,9.6 mph,12.0 mph,29.49 in,0.07 in,0.03 in,0.0,0 w/m²
04:49:00,52.5 °F,50.9 °F,94 %,WSW,9.0 mph,11.0 mph,29.49 in,0.12 in,0.04 in,0.0,0 w/m²
04:54:00,52.5 °F,51.1 °F,95 %,West,9.2 mph,12.3 mph,29.49 in,0.12 in,0.04 in,0.0,0 w/m²
04:59:00,52.3 °F,50.9 °F,95 %,WSW,10.2 mph,12.9 mph,29.49 in,0.05 in,0.04 in,0.0,0 w/m²
05:04:00,52.3 °F,50.9 °F,95 %,West,8.6 mph,10.9 mph,29.49 in,0.07 in,0.05 in,0.0,0 w/m²
05:09:00,52.3 °F,50.9 °F,95 %,West,8.2 mph,10.4 mph,29.49 in,0.07 in,0.05 in,0.0,0 w/m²
05:14:00,52.3 °F,50.9 °F,95 %,West,9.0 mph,11.0 mph,29.49 in,0.12 in,0.06 in,0.0,0 w/m²
05:19:00,52.3 °F,51.0 °F,95 %,WSW,9.8 mph,12.4 mph,29.49 in,0.05 in,0.06 in,0.0,0 w/m²
05:24:00,52.3 °F,51.3 °F,96 %,WSW,10.2 mph,12.7 mph,29.50 in,0.05 in,0.06 in,0.0,0 w/m²
05:29:00,52.3 °F,51.3 °F,96 %,West,9.7 mph,12.3 mph,29.49 in,0.00 in,0.06 in,0.0,0 w/m²
05:34:00,52.2 °F,51.2 °F,96 %,WSW,9.8 mph,11.9 mph,29.49 in,0.00 in,0.06 in,0.0,0 w/m²
05:39:00,52.2 °F,51.1 °F,96 %,WSW,8.8 mph,11.4 mph,29.49 in,0.00 in,0.06 in,0.0,0 w/m²
05:44:00,52.2 °F,51.1 °F,96 %,WSW,9.6 mph,12.2 mph,29.49 in,0.00 in,0.06 in,0.0,0 w/m²
05:49:00,52.2 °F,51.1 °F,96 %,WSW,8.6 mph,11.1 mph,29.49 in,0.00 in,0.06 in,0.0,0 w/m²
05:54:00,52.2 °F,51.1 °F,96 %,WSW,9.7 mph,11.9 mph,29.50 in,0.00 in,0.06 in,0.0,0 w/m²
05:59:00,52.2 °F,51.2 °F,96 %,West,8.2 mph,10.7 mph,29.50 in,0.00 in,0.06 in,0.0,0 w/m²
06:04:00,52.3 °F,51.0 °F,95 %,WSW,7.0 mph,9.0 mph,29.50 in,0.00 in,0.06 in,0.0,0 w/m²
06:09:00,52.3 °F,50.9 °F,95 %,WSW,9.2 mph,11.5 mph,29.50 in,0.00 in,0.06 in,0.0,0 w/m²
06:14:00,52.3 °F,50.9 °F,95 %,WSW,9.3 mph,11.5 mph,29.50 in,0.00 in,0.06 in,0.0,0 w/m²
06:19:00,52.3 °F,50.9 °F,95 %,WSW,8.3 mph,10.9 mph,29.50 in,0.00 in,0.06 in,0.0,0 w/m²
06:24:00,52.3 °F,50.9 °F,95 %,WSW,7.7 mph,9.6 mph,29.50 in,0.00 in,0.06 in,0.0,0 w/m²
06:29:00,52.4 °F,50.8 °F,94 %,WSW,8.2 mph,10.3 mph,29.50 in,0.00 in,0.06 in,0.0,0 w/m²
06:34:00,52.6 °F,50.8 °F,94 %,WSW,7.4 mph,9.4 mph,29.50 in,0.00 in,0.06 in,0.0,0 w/m²
06:39:00,52.7 °F,50.7 °F,93 %,WSW,7.2 mph,9.2 mph,29.50 in,0.00 in,0.06 in,0.0,0 w/m²
06:44:00,52.9 °F,50.9 °F,93 %,WSW,8.2 mph,10.0 mph,29.50 in,0.00 in,0.06 in,0.0,0 w/m²
06:49:00,53.1 °F,50.9 °F,92 %,WSW,7.7 mph,9.7 mph,29.50 in,0.00 in,0.06 in,0.0,0 w/m²
06:54:00,53.1 °F,50.9 °F,92 %,WSW,8.4 mph,10.5 mph,29.50 in,0.00 in,0.06 in,0.0,0 w/m²
06:59:00,53.2 °F,50.9 °F,92 %,WSW,8.3 mph,10.4 mph,29.50 in,0.00 in,0.06 in,0.0,0 w/m²
07:04:00,53.2 °F,50.7 °F,91 %,WSW,8.9 mph,11.5 mph,29.50 in,0.00 in,0.06 in,0.0,0 w/m²
07:09:00,53.2 °F,50.7 °F,91 %,WSW,8.8 mph,11.0 mph,29.50 in,0.00 in,0.06 in,0.0,0 w/m²
07:14:00,53.2 °F,50.7 °F,91 %,WSW,8.9 mph,10.9 mph,29.50 in,0.07 in,0.07 in,0.0,0 w/m²
07:19:00,53.3 °F,50.8 °F,91 %,WSW,8.4 mph,10.8 mph,29.50 in,0.07 in,0.07 in,0.0,0 w/m²
07:24:00,53.2 °F,50.5 °F,90 %,WSW,9.1 mph,11.3 mph,29.50 in,0.07 in,0.07 in,0.0,0 w/m²
07:29:00,53.4 °F,50.5 °F,90 %,West,7.5 mph,9.5 mph,29.50 in,0.00 in,0.07 in,0.0,0 w/m²
07:34:00,53.4 °F,50.5 °F,90 %,WSW,8.9 mph,11.0 mph,29.50 in,0.00 in,0.07 in,0.0,0.1 w/m²
07:39:00,53.4 °F,50.5 °F,90 %,WSW,7.5 mph,9.6 mph,29.50 in,0.00 in,0.07 in,0.0,0.2 w/m²
07:44:00,53.4 °F,50.5 °F,90 %,WSW,9.4 mph,12.0 mph,29.51 in,0.00 in,0.07 in,0.0,0.4 w/m²
07:49:00,53.4 °F,50.5 °F,90 %,WSW,9.0 mph,11.1 mph,29.50 in,0.00 in,0.07 in,0.0,0.8 w/m²
07:54:00,53.4 °F,50.5 °F,90 %,WSW,8.2 mph,10.3 mph,29.50 in,0.00 in,0.07 in,0.0,1.5 w/m²
07:59:00,53.4 °F,50.5 °F,90 %,WSW,7.0 mph,9.3 mph,29.51 in,0.00 in,0.07 in,0.0,3.2 w/m²
08:04:00,53.4 °F,50.5 °F,90 %,West,7.2 mph,9.2 mph,29.51 in,0.00 in,0.07 in,0.0,3.7 w/m²
08:09:00,53.3 °F,50.8 °F,91 %,WSW,8.7 mph,10.8 mph,29.50 in,0.00 in,0.07 in,0.0,3.4 w/m²
08:14:00,53.2 °F,50.7 °F,91 %,WSW,8.9 mph,11.3 mph,29.50 in,0.00 in,0.07 in,0.0,4.4 w/m²
08:19:00,53.4 °F,50.9 °F,91 %,WSW,8.8 mph,11.4 mph,29.51 in,0.00 in,0.07 in,0.0,4.8 w/m²
08:24:00,53.4 °F,50.9 °F,91 %,WSW,9.0 mph,11.4 mph,29.51 in,0.00 in,0.07 in,0.0,6.7 w/m²
08:29:00,53.4 °F,50.9 °F,91 %,WSW,7.8 mph,9.5 mph,29.51 in,0.00 in,0.07 in,0.0,5.4 w/m²
08:34:00,53.3 °F,50.8 °F,91 %,WSW,7.3 mph,9.1 mph,29.51 in,0.00 in,0.07 in,0.0,5.6 w/m²
08:39:00,53.2 °F,50.7 °F,91 %,WSW,8.2 mph,10.1 mph,29.51 in,0.00 in,0.07 in,0.0,4.5 w/m²
08:44:00,53.2 °F,50.7 °F,91 %,WSW,9.4 mph,11.8 mph,29.51 in,0.00 in,0.07 in,0.0,4.9 w/m²
08:49:00,53.4 °F,50.9 °F,91 %,WSW,8.9 mph,10.9 mph,29.51 in,0.00 in,0.07 in,0.0,4.7 w/m²
08:54:00,53.4 °F,50.9 °F,91 %,WSW,9.0 mph,11.2 mph,29.51 in,0.00 in,0.07 in,0.0,9.4 w/m²
08:59:00,53.4 °F,50.9 °F,91 %,WSW,8.3 mph,10.7 mph,29.51 in,0.00 in,0.07 in,0.0,10.5 w/m²
09:04:00,53.4 °F,50.9 °F,91 %,WSW,9.3 mph,11.2 mph,29.52 in,0.00 in,0.07 in,0.0,13.6 w/m²
09:09:00,53.4 °F,50.9 °F,91 %,West,7.7 mph,9.4 mph,29.52 in,0.00 in,0.07 in,0.0,22.8 w/m²
09:14:00,53.4 °F,50.9 °F,91 %,WSW,8.3 mph,10.6 mph,29.52 in,0.00 in,0.07 in,0.0,14.3 w/m²
09:19:00,53.4 °F,50.9 °F,91 %,WSW,9.3 mph,11.6 mph,29.52 in,0.00 in,0.07 in,0.0,16.9 w/m²
09:24:00,53.5 °F,51.0 °F,91 %,WSW,8.6 mph,11.0 mph,29.52 in,0.00 in,0.07 in,0.0,19.3 w/m²
09:29:00,53.6 °F,51.1 °F,91 %,WSW,8.4 mph,10.5 mph,29.52 in,0.00 in,0.07 in,0.0,26.5 w/m²
09:34:00,53.6 °F,51.1 °F,91 %,WSW,8.3 mph,10.2 mph,29.52 in,0.00 in,0.07 in,0.0,45.5 w/m²
09:39:00,53.7 °F,51.2 °F,91 %,WSW,9.1 mph,11.5 mph,29.52 in,0.00 in,0.07 in,0.0,35.3 w/m²
09:44:00,53.6 °F,51.1 °F,91 %,WSW,8.1 mph,10.4 mph,29.53 in,0.00 in,0.07 in,0.0,31.8 w/m²
09:49:00,53.7 °F,51.2 °F,91 %,WSW,9.1 mph,11.4 mph,29.52 in,0.00 in,0.07 in,0.0,32.7 w/m²
09:54:00,53.6 °F,51.1 °F,91 %,WSW,7.7 mph,9.6 mph,29.52 in,0.00 in,0.07 in,0.0,30 w/m²
09:59:00,53.7 °F,51.2 °F,91 %,WSW,8.7 mph,11.0 mph,29.52 in,0.00 in,0.07 in,0.0,28.2 w/m²
10:04:00,53.8 °F,51.3 °F,91 %,WSW,8.3 mph,10.3 mph,29.53 in,0.00 in,0.07 in,0.0,36.2 w/m²
10:09:00,53.8 °F,51.3 °F,91 %,WSW,8.5 mph,10.5 mph,29.52 in,0.00 in,0.07 in,0.0,39.8 w/m²
10:14:00,53.8 °F,51.3 °F,91 %,WSW,8.2 mph,10.3 mph,29.53 in,0.00 in,0.07 in,0.0,45.5 w/m²
10:19:00,53.8 °F,51.3 °F,91 %,WSW,8.5 mph,10.6 mph,29.53 in,0.00 in,0.07 in,0.0,39.5 w/m²
10:24:00,53.8 °F,51.3 °F,91 %,WSW,8.7 mph,10.7 mph,29.53 in,0.00 in,0.07 in,0.0,34.9 w/m²
10:29:00,54.0 °F,51.4 °F,91 %,WSW,8.9 mph,11.0 mph,29.53 in,0.00 in,0.07 in,0.0,36.7 w/m²
10:34:00,54.0 °F,51.1 °F,90 %,WSW,8.7 mph,10.9 mph,29.53 in,0.00 in,0.07 in,0.0,33.3 w/m²
10:39:00,54.0 °F,51.1 °F,90 %,WSW,8.6 mph,11.0 mph,29.53 in,0.00 in,0.07 in,0.0,35.6 w/m²
10:44:00,54.0 °F,51.1 °F,90 %,West,8.0 mph,10.2 mph,29.53 in,0.00 in,0.07 in,0.0,39.2 w/m²
10:49:00,54.0 °F,51.2 °F,90 %,WSW,9.0 mph,11.1 mph,29.53 in,0.00 in,0.07 in,0.0,40.7 w/m²
10:54:00,54.1 °F,51.3 °F,90 %,WSW,7.6 mph,10.0 mph,29.53 in,0.00 in,0.07 in,0.0,45.4 w/m²
10:59:00,54.1 °F,51.3 °F,90 %,WSW,8.0 mph,10.0 mph,29.53 in,0.00 in,0.07 in,0.0,47.2 w/m²
11:04:00,54.1 °F,51.3 °F,90 %,WSW,7.5 mph,9.4 mph,29.53 in,0.00 in,0.07 in,0.0,51 w/m²
11:09:00,54.1 °F,51.2 °F,90 %,West,9.1 mph,11.4 mph,29.53 in,0.00 in,0.07 in,0.0,45.6 w/m²
11:14:00,54.0 °F,51.3 °F,91 %,WSW,9.1 mph,11.3 mph,29.53 in,0.00 in,0.07 in,0.0,60.5 w/m²
11:19:00,54.1 °F,51.5 °F,91 %,WSW,7.9 mph,9.7 mph,29.53 in,0.00 in,0.07 in,0.0,63 w/m²
11:24:00,54.1 °F,52.0 °F,92 %,WSW,8.1 mph,10.0 mph,29.53 in,0.00 in,0.07 in,0.0,77.6 w/m²
11:29:00,54.1 °F,52.0 °F,92 %,WSW,9.8 mph,12.2 mph,29.53 in,0.00 in,0.07 in,1.0,119 w/m²
11:34:00,54.3 °F,52.0 °F,92 %,WSW,7.9 mph,10.0 mph,29.53 in,0.00 in,0.07 in,1.0,157.1 w/m²
11:39:00,54.7 °F,52.1 °F,91 %,WSW,8.7 mph,10.5 mph,29.53 in,0.00 in,0.07 in,1.0,174.4 w/m²
11:44:00,55.0 °F,52.2 °F,90 %,WSW,6.8 mph,8.4 mph,29.53 in,0.00 in,0.07 in,1.0,149.6 w/m²
11:49:00,55.2 °F,52.1 °F,89 %,WSW,7.1 mph,8.9 mph,29.53 in,0.00 in,0.07 in,0.0,96.5 w/m²
11:54:00,55.2 °F,51.9 °F,89 %,WSW,6.7 mph,8.9 mph,29.53 in,0.00 in,0.07 in,0.0,102.1 w/m²
11:59:00,55.6 °F,51.9 °F,88 %,WSW,7.4 mph,9.5 mph,29.53 in,0.00 in,0.07 in,1.0,107.6 w/m²
12:04:00,55.8 °F,52.0 °F,87 %,West,9.2 mph,11.8 mph,29.53 in,0.00 in,0.07 in,1.0,142.8 w/m²
12:09:00,55.9 °F,51.7 °F,86 %,WSW,10.3 mph,12.8 mph,29.53 in,0.00 in,0.07 in,2.0,241.8 w/m²
12:14:00,56.4 °F,51.7 °F,85 %,WSW,10.1 mph,12.9 mph,29.52 in,0.00 in,0.07 in,2.0,303.6 w/m²
12:19:00,56.7 °F,51.8 °F,84 %,WSW,11.5 mph,14.3 mph,29.52 in,0.00 in,0.07 in,2.0,252.5 w/m²
12:24:00,56.8 °F,51.9 °F,84 %,West,9.5 mph,11.6 mph,29.52 in,0.00 in,0.07 in,2.0,284.5 w/m²
12:29:00,56.8 °F,52.0 °F,84 %,West,7.8 mph,9.8 mph,29.52 in,0.00 in,0.07 in,1.0,183 w/m²
12:34:00,56.8 °F,52.0 °F,84 %,WSW,8.9 mph,11.2 mph,29.52 in,0.00 in,0.07 in,1.0,172.5 w/m²
12:39:00,56.7 °F,51.8 °F,84 %,WSW,8.1 mph,10.4 mph,29.52 in,0.00 in,0.07 in,1.0,192.4 w/m²
12:44:00,56.8 °F,52.1 °F,84 %,WSW,7.9 mph,9.9 mph,29.53 in,0.00 in,0.07 in,1.0,181.5 w/m²
12:49:00,56.7 °F,52.0 °F,85 %,West,9.1 mph,11.8 mph,29.52 in,0.00 in,0.07 in,1.0,190 w/m²
12:54:00,57.0 °F,52.4 °F,85 %,WSW,8.4 mph,10.5 mph,29.52 in,0.00 in,0.07 in,5.0,523.5 w/m²
12:59:00,57.4 °F,52.5 °F,84 %,WSW,9.7 mph,12.3 mph,29.51 in,0.00 in,0.07 in,2.0,224.8 w/m²
13:04:00,57.2 °F,52.4 °F,84 %,WSW,7.9 mph,10.0 mph,29.52 in,0.00 in,0.07 in,2.0,238.2 w/m²
13:09:00,57.3 °F,52.4 °F,84 %,West,9.9 mph,13.0 mph,29.52 in,0.00 in,0.07 in,2.0,231.8 w/m²
13:14:00,57.5 °F,52.7 °F,84 %,WSW,7.5 mph,9.5 mph,29.52 in,0.00 in,0.07 in,2.0,221.8 w/m²
13:19:00,57.7 °F,52.8 °F,84 %,WSW,7.8 mph,10.1 mph,29.52 in,0.00 in,0.07 in,3.0,310.9 w/m²
13:24:00,57.7 °F,52.9 °F,84 %,West,8.2 mph,10.2 mph,29.51 in,0.00 in,0.07 in,1.0,182.8 w/m²
13:29:00,57.7 °F,52.9 °F,84 %,WSW,10.2 mph,12.8 mph,29.52 in,0.00 in,0.07 in,2.0,238.1 w/m²
13:34:00,57.9 °F,52.9 °F,84 %,WSW,7.3 mph,9.4 mph,29.51 in,0.00 in,0.07 in,1.0,181.7 w/m²
13:39:00,57.8 °F,53.0 °F,84 %,WSW,6.4 mph,8.6 mph,29.51 in,0.00 in,0.07 in,1.0,128.8 w/m²
13:44:00,57.7 °F,52.9 °F,84 %,West,7.6 mph,9.8 mph,29.52 in,0.00 in,0.07 in,1.0,136 w/m²
13:49:00,57.9 °F,52.9 °F,84 %,West,6.0 mph,7.9 mph,29.51 in,0.00 in,0.07 in,1.0,107.2 w/m²
13:54:00,57.9 °F,52.7 °F,83 %,WSW,7.1 mph,9.1 mph,29.51 in,0.00 in,0.07 in,1.0,138.7 w/m²
13:59:00,58.1 °F,52.8 °F,82 %,West,8.3 mph,10.3 mph,29.51 in,0.00 in,0.07 in,1.0,140.2 w/m²
14:04:00,58.4 °F,53.0 °F,82 %,WSW,7.7 mph,9.7 mph,29.51 in,0.00 in,0.07 in,2.0,214.4 w/m²
14:09:00,58.7 °F,53.1 °F,82 %,WSW,8.4 mph,11.1 mph,29.51 in,0.00 in,0.07 in,2.0,208.1 w/m²
14:14:00,58.6 °F,53.2 °F,82 %,WSW,5.7 mph,7.9 mph,29.51 in,0.00 in,0.07 in,1.0,133.2 w/m²
14:19:00,58.6 °F,53.2 °F,82 %,West,6.2 mph,8.8 mph,29.51 in,0.00 in,0.07 in,1.0,115.2 w/m²
14:24:00,58.4 °F,53.1 °F,83 %,WSW,6.6 mph,8.6 mph,29.51 in,0.00 in,0.07 in,0.0,102.5 w/m²
14:29:00,58.3 °F,52.9 °F,82 %,West,7.2 mph,9.2 mph,29.51 in,0.00 in,0.07 in,1.0,108.7 w/m²
14:34:00,58.3 °F,52.9 °F,82 %,WSW,5.1 mph,6.7 mph,29.51 in,0.00 in,0.07 in,0.0,102.4 w/m²
14:39:00,58.3 °F,52.8 °F,82 %,WSW,8.1 mph,10.8 mph,29.51 in,0.00 in,0.07 in,1.0,109.2 w/m²
14:44:00,58.5 °F,52.7 °F,81 %,West,9.3 mph,11.9 mph,29.51 in,0.00 in,0.07 in,1.0,195.6 w/m²
14:49:00,58.9 °F,52.9 °F,80 %,West,7.4 mph,9.6 mph,29.50 in,0.00 in,0.07 in,1.0,188.9 w/m²
14:54:00,58.9 °F,53.2 °F,81 %,WSW,6.1 mph,7.4 mph,29.51 in,0.00 in,0.07 in,0.0,98.3 w/m²
14:59:00,58.8 °F,53.1 °F,81 %,WSW,7.1 mph,9.2 mph,29.50 in,0.00 in,0.07 in,1.0,131 w/m²
15:04:00,58.7 °F,53.0 °F,81 %,WSW,8.9 mph,10.9 mph,29.50 in,0.00 in,0.07 in,1.0,129.9 w/m²
15:09:00,58.6 °F,52.9 °F,81 %,West,8.3 mph,10.8 mph,29.50 in,0.00 in,0.07 in,1.0,114.2 w/m²
15:14:00,58.6 °F,52.8 °F,81 %,WSW,7.7 mph,9.5 mph,29.50 in,0.00 in,0.07 in,1.0,123.6 w/m²
15:19:00,58.7 °F,52.7 °F,80 %,WSW,8.1 mph,10.3 mph,29.50 in,0.00 in,0.07 in,1.0,182.8 w/m²
15:24:00,59.0 °F,53.0 °F,80 %,West,8.7 mph,11.5 mph,29.50 in,0.00 in,0.07 in,1.0,202.6 w/m²
15:29:00,59.1 °F,53.0 °F,80 %,WSW,8.3 mph,10.9 mph,29.50 in,0.00 in,0.07 in,1.0,153.8 w/m²
15:34:00,59.2 °F,53.1 °F,80 %,WSW,7.3 mph,9.2 mph,29.50 in,0.00 in,0.07 in,1.0,113.4 w/m²
15:39:00,59.2 °F,53.1 °F,80 %,West,7.8 mph,9.7 mph,29.50 in,0.00 in,0.07 in,1.0,140.5 w/m²
15:44:00,59.4 °F,53.2 °F,80 %,WSW,8.0 mph,9.8 mph,29.50 in,0.00 in,0.07 in,2.0,258.9 w/m²
15:49:00,60.0 °F,53.3 °F,79 %,WSW,6.9 mph,8.7 mph,29.49 in,0.00 in,0.07 in,2.0,240.4 w/m²
15:54:00,60.3 °F,53.5 °F,78 %,WSW,7.8 mph,9.6 mph,29.49 in,0.00 in,0.07 in,2.0,273.9 w/m²
15:59:00,60.2 °F,53.5 °F,78 %,WSW,8.4 mph,10.3 mph,29.49 in,0.00 in,0.07 in,1.0,196.7 w/m²
16:04:00,59.8 °F,53.4 °F,79 %,WSW,7.7 mph,9.3 mph,29.49 in,0.00 in,0.07 in,1.0,204.9 w/m²
